Date,Open,High,Low,Close,Volume,Adj Close
10/18/2011,88.95,90,88.21,89.64,4864000,81.41
10/19/2011,89.92,90.63,89.31,89.62,5681700,81.39
10/20/2011,90,90.15,88.38,89.01,6969800,80.83
10/21/2011,91.22,92.45,91.09,92.32,12081700,83.84
10/24/2011,92.07,92.31,91.4,92.01,6653900,83.56
10/25/2011,91.86,92.86,91.45,91.77,6465700,83.34
10/26/2011,92.38,92.67,90.87,91.78,7046500,83.35
10/27/2011,93.31,93.84,92.01,93.51,7004300,84.92
10/28/2011,93.49,93.65,92.49,93.29,4942400,84.72
10/31/2011,92.78,93.68,92.78,92.85,4544600,84.32
11/1/2011,92.31,93.39,91.71,91.91,6503500,83.47
11/2/2011,92.33,92.83,91.67,92.53,5421700,84.03
11/3/2011,92.83,93.15,92.28,93,5245400,84.46
11/4/2011,92.84,93.83,92.3,93.81,5612500,85.19
11/7/2011,93.92,94.7,93.22,94.62,4646700,85.93
11/8/2011,94.96,95.45,93.84,94.6,7195500,85.91
11/9/2011,93.41,93.96,92.35,92.65,6666000,84.14
11/10/2011,93.28,93.49,92.59,93.26,4189400,84.69
11/11/2011,93.93,94.95,93.86,94.76,4425500,86.06
11/14/2011,94.35,94.8,93.86,94.06,3232200,85.42
11/15/2011,93.87,94.91,93.7,94.47,5577300,85.79
11/16/2011,93.91,94.33,93.07,93.15,3915600,84.59
11/17/2011,93.14,93.55,91.72,92.29,5435000,83.81
11/18/2011,92.56,93,92.19,92.74,4791500,84.22
11/21/2011,92.03,92.62,91.22,92.28,5869400,83.8
11/22/2011,91.9,93.14,91.81,92.65,4695700,84.14
11/23/2011,92.32,92.5,91.7,91.87,4555800,83.43
11/25/2011,91.87,92.45,91.8,92.1,2452400,83.64
11/28/2011,93.19,93.99,93.07,93.76,6101200,85.15
11/29/2011,93.54,93.79,93.11,93.46,5648300,85.51
11/30/2011,94.85,95.54,94.64,95.52,7683300,87.4
12/1/2011,95.44,95.88,95.22,95.5,4860300,87.38
12/2/2011,96.37,96.47,95.32,95.7,4023100,87.56
12/5/2011,96.42,96.59,95.08,95.35,5906900,87.24
12/6/2011,95.47,96.27,94.82,96.01,5346500,87.85
12/7/2011,95.83,96.65,95.5,96.45,5137800,88.25
12/8/2011,97.03,98.29,96.72,96.92,8123000,88.68
12/9/2011,97.67,98.43,97.62,98.03,5721200,89.7
12/12/2011,97.67,98.53,97.2,98.48,5804900,90.11
12/13/2011,98.74,98.95,97.76,98,6862400,89.67
12/14/2011,97.76,98.46,97.16,97.61,6347200,89.31
12/15/2011,98.51,98.78,97.86,98.14,5558600,89.8
12/16/2011,98.54,98.62,97.08,97.49,8867300,89.2
12/19/2011,97.92,98.37,96.98,97.24,5169500,88.97
12/20/2011,98.07,98.92,97.93,98.82,5981100,90.42
12/21/2011,98.98,99.5,98.7,99.2,5414500,90.77
12/22/2011,99.24,99.35,98.55,98.6,4752500,90.22
12/23/2011,98.84,100.15,98.76,100.15,3516800,91.64
12/27/2011,100.17,100.82,100,100.55,3052100,92
12/28/2011,100.73,100.75,99.46,99.58,3111600,91.11
12/29/2011,99.75,101,99.6,100.81,3986200,92.24
12/30/2011,100.43,100.82,100.06,100.33,2957200,91.8
1/3/2012,101.33,101.59,98.75,98.84,8895900,90.44
1/4/2012,99.11,100.3,98.76,99.39,6754700,90.94
1/5/2012,99.47,100.4,98.68,99.83,8163800,91.34
1/6/2012,100.09,100.77,99.87,100.6,6775300,92.05
1/9/2012,100.88,100.93,99.51,99.64,4433700,91.17
1/10/2012,100.24,100.45,99.35,99.7,5075400,91.22
1/11/2012,99.62,100.11,99.35,99.93,4622500,91.43
1/12/2012,100.37,100.65,100.07,100.57,4022700,92.02
1/13/2012,100.18,100.43,99.61,100.35,4134800,91.82
1/17/2012,100.59,101.2,100.05,100.55,4555800,92
1/18/2012,100.9,101.87,100.74,101.56,4844500,92.93
1/19/2012,101.77,101.8,100.7,101.26,4763300,92.65
1/20/2012,101.39,102.22,101.27,101.74,5630400,93.09
1/23/2012,101.71,101.89,100.04,100.95,6059700,92.37
1/24/2012,101.02,101.02,98.41,98.75,11654100,90.35
1/25/2012,98.41,99.51,98.05,99.23,7544000,90.79
1/26/2012,99.54,99.71,98.69,99.18,4607100,90.75
1/27/2012,98.57,98.94,98.35,98.69,5135000,90.3
1/30/2012,98.04,98.81,97.7,98.69,6104900,90.3
1/31/2012,99.04,99.26,98.25,99.05,6574200,90.63
2/1/2012,99.46,99.49,98.36,98.4,6141300,90.03
2/2/2012,98.26,98.82,98.26,98.62,3984000,90.24
2/3/2012,99.18,100.27,99.04,100.01,5600900,91.51
2/6/2012,99.96,100,99.34,99.49,3486600,91.03
2/7/2012,99.57,101.18,99.56,100.91,6029900,92.33
2/8/2012,101.12,101.29,99.6,100.05,5433600,91.54
2/9/2012,100.06,100.46,99.7,99.99,3608800,91.49
2/10/2012,99.52,99.66,98.94,99.47,3874700,91.01
2/13/2012,99.72,99.92,99.28,99.65,2971100,91.18
2/14/2012,99.51,99.64,98.95,99.55,3520800,91.09
2/15/2012,99.66,99.75,98.31,98.61,5260500,90.23
2/16/2012,98.36,99.44,98.36,99.26,3996300,90.82
2/17/2012,99.66,100.25,99.41,99.99,4931700,91.49
2/21/2012,100.12,100.75,100,100.49,4474800,91.95
2/22/2012,100.15,100.75,100.15,100.66,3918900,92.1
2/23/2012,100.81,101.04,100.4,100.81,4166500,92.24
2/24/2012,100.76,100.76,100.05,100.32,3661800,91.79
2/27/2012,100.03,100.75,99.5,100.36,4044500,91.83
2/28/2012,99.77,100.1,99.5,99.78,4365800,91.94
2/29/2012,99.86,99.88,99.26,99.28,5461000,91.48
3/1/2012,99.28,99.68,99.14,99.25,4086100,91.45
3/2/2012,99.27,99.64,98.96,99.5,4311700,91.68
3/5/2012,99.42,100.35,98.84,99.94,6313200,92.09
3/6/2012,99.18,100.2,99.1,99.89,6713900,92.04
3/7/2012,100,100.44,99.54,100.18,5873500,92.31
3/8/2012,97,97.65,96.46,96.96,16841200,89.34
3/9/2012,97.45,97.6,96.53,96.84,7808700,89.23
3/12/2012,97.05,97.48,96.58,96.66,4503100,89.06
3/13/2012,96.99,97.29,96.37,96.78,6350900,89.17
3/14/2012,96.69,97.44,96.68,97.29,7209100,89.64
3/15/2012,97.15,98.19,97.15,98.04,5768200,90.33
3/16/2012,98.42,98.55,97.57,97.66,7337000,89.98
3/19/2012,97.36,98.1,97.32,97.73,4634500,90.05
3/20/2012,97.46,97.85,97.07,97.65,4757100,89.98
3/21/2012,97.53,97.82,96.72,96.72,6038600,89.12
3/22/2012,96.13,96.48,95.77,95.8,7721200,88.27
3/23/2012,95.91,95.94,95.13,95.55,6041500,88.04
3/26/2012,96.16,97.03,96.1,96.97,5644100,89.35
3/27/2012,97.29,97.83,97.07,97.34,4877500,89.69
3/28/2012,97.52,97.84,97.06,97.08,5055400,89.45
3/29/2012,96.95,97.7,96.93,97.64,4103600,89.97
3/30/2012,97.88,98.25,97.76,98.1,4429500,90.39
4/2/2012,97.82,98.81,97.68,98.36,4603000,90.63
4/3/2012,98.31,99.41,98.3,99.4,5422200,91.59
4/4/2012,98.25,98.57,97.15,97.48,7768300,89.82
4/5/2012,97.13,98.66,97.07,98.62,5469400,90.87
4/9/2012,97.74,99.5,97.64,98.88,6712700,91.11
4/10/2012,98.78,98.78,97.31,97.67,7581600,89.99
4/11/2012,98.29,98.73,97.5,98.56,6366600,90.81
4/12/2012,98.72,98.75,97.35,97.64,5763900,89.97
4/13/2012,97.52,97.8,96.96,96.97,5223700,89.35
4/16/2012,97.09,97.9,96.32,96.58,6236300,88.99
4/17/2012,96.92,97.58,96.91,97.11,7592700,89.48
4/18/2012,97.02,97.98,97.02,97.34,5388700,89.69
4/19/2012,97.16,97.24,94.13,95.28,13939100,87.79
4/20/2012,96.91,97.77,95.65,95.94,11021200,88.4
4/23/2012,95.78,95.93,94.85,95.19,5217500,87.71
4/24/2012,95.01,95.45,94.15,94.59,6223800,87.16
4/25/2012,95.15,95.24,94.78,95.22,5699600,87.74
4/26/2012,94.94,96.07,94.94,95.83,4741200,88.3
4/27/2012,96.23,97.53,95.8,97.38,7373300,89.73
4/30/2012,97.61,97.75,97.09,97.45,4507200,89.79
5/1/2012,97.23,98.01,97.13,97.2,5297900,89.56
5/2/2012,96.9,97.71,96.9,97.51,4348300,89.85
5/3/2012,97.47,97.58,96.79,97.04,3935200,89.41
5/4/2012,96.85,96.85,95.75,95.87,4688500,88.34
5/7/2012,95.73,96.03,95.2,95.51,5089700,88
5/8/2012,93.9,94.87,92.97,93.55,12379500,86.2
5/9/2012,92.99,93.09,91.56,91.93,8975700,84.71
5/10/2012,92.7,92.73,91.73,91.87,7129500,84.65
5/11/2012,91.69,92.6,91.67,91.9,5366500,84.68
5/14/2012,91.54,91.69,90.66,90.88,6050000,83.74
5/15/2012,90.99,91.74,90.85,91.01,4890300,83.86
5/16/2012,91.12,91.69,90.98,91.43,4949100,84.24
5/17/2012,91.28,91.58,89.5,89.62,9094100,82.58
5/18/2012,90.21,91.11,89.69,89.85,7990700,82.79
5/21/2012,90.01,91.32,89.89,91.27,6622500,84.1
5/22/2012,91.96,91.96,91,91.34,5063400,84.16
5/23/2012,90.97,91.57,90.67,91.48,4236500,84.29
5/24/2012,91.86,92.11,90.83,91.53,5010000,84.34
5/25/2012,91.65,91.8,90.81,91.05,3681300,83.89
5/29/2012,91.41,91.73,90.26,90.9,5380300,83.76
5/30/2012,90.4,90.52,89.85,90.11,5375600,83.03
5/31/2012,89.89,90.26,89.26,89.34,6816400,82.96
6/1/2012,87.47,88.13,86.5,86.71,10832500,80.52
6/4/2012,86.6,86.78,86.01,86.32,7035200,80.16
6/5/2012,86.22,87.41,86.01,87.08,7237300,80.86
6/6/2012,87.92,88.66,87.44,88.66,5936000,82.33
6/7/2012,89.6,89.78,88.01,88.38,8321500,82.07
6/8/2012,86.4,88.27,85.92,87.75,12060100,81.49
6/11/2012,88.98,89.05,86.59,86.59,9511900,80.41
6/12/2012,87,87.59,86.67,87.51,7762000,81.26
6/13/2012,86.95,88.94,86.88,87.97,8838500,81.69
6/14/2012,88.49,89.92,88.12,89.72,7646300,83.32
6/15/2012,90.14,90.76,89.73,90.5,9516800,84.04
6/18/2012,90.6,90.62,89.92,90.24,6343400,83.8
6/19/2012,89.97,90.25,89.21,89.6,7601600,83.2
6/20/2012,89.59,89.67,88.16,88.65,7917500,82.32
6/21/2012,89.09,89.15,87.53,87.64,5762200,81.38
6/22/2012,88.19,88.59,87.98,88.35,5325400,82.04
6/25/2012,88,88.33,87.7,88.12,4524400,81.83
6/26/2012,88.57,89.43,88.55,89.1,4488500,82.74
6/27/2012,89.26,89.5,88.04,88.33,5940300,82.03
6/28/2012,88.02,88.26,87.38,88.18,4922600,81.89
6/29/2012,89.08,89.19,88.06,88.53,6364700,82.21
7/2/2012,88.41,88.41,87.65,88.08,5088100,81.79
7/3/2012,88.21,88.73,87.95,88.58,4597000,82.26
7/5/2012,88.79,89.98,88.7,89.3,5794300,82.93
7/6/2012,89.22,89.93,89.11,89.66,4533200,83.26
7/9/2012,89.64,89.95,89.33,89.8,3785000,83.39
7/10/2012,90.03,90.87,89.65,90.25,6615500,83.81
7/11/2012,90.68,90.81,89,89.53,6230300,83.14
7/12/2012,89.27,92.5,89.19,91.93,11741900,85.37
7/13/2012,92.27,92.69,92.07,92.29,6163500,85.7
7/16/2012,92.15,92.27,91.5,91.65,3601300,85.11
7/17/2012,91.99,92.35,91.21,91.89,3753800,85.33
7/18/2012,91.44,92.23,91,92.22,5962700,85.64
7/19/2012,92.59,93.32,92.05,92.76,7430800,86.14
7/20/2012,92.09,92.29,91.4,91.58,7269800,85.04
7/23/2012,89.22,89.85,88.25,88.94,12127900,82.59
7/24/2012,89.16,89.47,87.62,88.06,7036800,81.77
7/25/2012,88.36,88.46,87.84,88.04,4262200,81.76
7/26/2012,89.19,89.47,88.59,89,4517500,82.65
7/27/2012,89.34,89.69,88.65,89.19,5932500,82.82
7/30/2012,89.32,89.67,89.12,89.33,4431600,82.95
7/31/2012,89.11,89.76,88.81,89.36,4596900,82.98
8/1/2012,89.49,89.85,89.3,89.43,4133600,83.05
8/2/2012,89.07,89.69,88.56,89.59,4332700,83.2
8/3/2012,90.17,90.36,89.29,89.59,4873000,83.2
8/6/2012,89.77,90.43,89.5,89.69,3490200,83.29
8/7/2012,89.71,90.12,88.97,89.01,5341900,82.66
8/8/2012,86.87,87.98,86.15,87.53,14424800,81.28
8/9/2012,87.58,87.96,87.09,87.15,6023500,80.93
8/10/2012,87.25,88.23,87.2,88.2,5747400,81.9
8/13/2012,88.46,88.48,87.72,87.9,4308100,81.63
8/14/2012,88.07,88.28,87.92,88.12,3828200,81.83
8/15/2012,88.27,88.39,87.75,87.81,4346200,81.54
8/16/2012,87.94,88.05,87.44,87.46,5568000,81.22
8/17/2012,87.68,87.86,87.28,87.36,6704300,81.12
8/20/2012,87.17,88.22,87.16,88.17,4823500,81.88
8/21/2012,88.26,89,88.05,88.52,4414200,82.2
8/22/2012,88.63,88.8,88.26,88.55,4269000,82.23
8/23/2012,88.66,88.95,88.13,88.25,3005900,81.95
8/24/2012,88.21,89,88.1,88.92,3508000,82.57
8/27/2012,89.13,89.82,89.01,89.54,4313800,83.15
8/28/2012,89.44,89.75,88.96,89.14,4428700,82.78
8/29/2012,89.09,89.81,89.01,89.65,4292200,83.25
8/30/2012,88.84,89.02,88.6,88.7,4567900,83.02
8/31/2012,89.04,89.86,88.9,89.49,6063800,83.76
9/4/2012,89.51,89.51,88.71,89.05,4287000,83.34
9/5/2012,89.3,89.46,88.85,89.06,3597800,83.35
9/6/2012,89.59,90.79,89.56,90.67,5925100,84.86
9/7/2012,91.08,91.08,90.42,91.02,4889600,85.19
9/10/2012,90.95,91.5,90.9,91.3,5008200,85.45
9/11/2012,91.87,92.1,91.17,91.2,5595500,85.36
9/12/2012,91.47,91.65,90.61,90.82,5363400,85
9/13/2012,90.54,91.89,90.54,91.57,5666500,85.7
9/14/2012,91.87,92.12,91.47,91.7,6395000,85.82
9/17/2012,91.75,92.43,91.72,92.14,5294600,86.24
9/18/2012,92.04,93.1,92,93.08,5272900,87.12
9/19/2012,93.24,93.45,92.76,92.83,3979900,86.88
9/20/2012,92.78,93.2,92.75,93.15,3981400,87.18
9/21/2012,93.63,93.91,93.39,93.71,7247700,87.71
9/24/2012,93.33,93.92,93.16,93.71,3722000,87.71
9/25/2012,93.91,94,92.82,92.86,4714600,86.91
9/26/2012,92.89,93.35,92.88,93.2,4392000,87.23
9/27/2012,93.38,93.63,93.12,93.27,3840400,87.29
9/28/2012,92.01,92.01,90.4,91.75,9523600,85.87
10/1/2012,92.11,92.5,91.89,91.99,4939800,86.1
10/2/2012,92.17,92.23,90.72,90.93,5979500,85.1
10/3/2012,91.1,91.25,90.27,90.35,6337400,84.56
10/4/2012,90.9,91.19,90.59,91.03,4478300,85.2
10/5/2012,91.49,91.56,90.7,91,4166200,85.17
10/8/2012,90.97,91.65,90.81,91.54,3894900,85.68
10/9/2012,91.46,92.6,91.42,92.11,7048900,86.21
10/10/2012,92.94,93.37,92.36,92.4,6712100,86.48
10/11/2012,92.66,93,92.36,92.36,4274400,86.44
10/12/2012,92.57,92.7,92.35,92.51,3411100,86.58
10/15/2012,92.78,93.74,92.65,93.5,5630700,87.51
10/16/2012,93.97,94.09,93.64,94.09,4678900,88.06
10/17/2012,93.96,94.16,93.25,93.68,5623700,87.68
10/18/2012,93.67,93.75,92.61,92.86,6817600,86.91
10/19/2012,90.07,90.25,88.55,88.72,19495400,83.04
10/22/2012,88.86,89.08,87.85,88.45,8142400,82.78
10/23/2012,88.02,88.38,87.32,87.96,7763800,82.32
10/24/2012,88.45,88.45,87.09,87.28,6498000,81.69
10/25/2012,87.78,87.79,86.97,87.33,4978800,81.73
10/26/2012,87.46,87.56,86.62,86.71,7684500,81.15
10/31/2012,87.48,87.54,86.37,86.8,6899300,81.24
11/1/2012,87,87.1,86.4,86.8,7374900,81.24
11/2/2012,87.35,87.9,86.76,86.86,7908400,81.29
11/5/2012,86.97,87.63,86.7,87.46,5039100,81.86
11/6/2012,87.74,88.13,87.63,87.97,5581600,82.33
11/7/2012,87.81,87.98,86.7,86.86,5971900,81.29
11/8/2012,86.39,87,84.96,85.13,11398400,79.68
11/9/2012,84.47,85.1,84.05,84.74,11030400,79.31
11/12/2012,84.95,85.3,84.6,84.88,4101900,79.44
11/13/2012,84.76,85.28,84.52,84.64,4842300,79.22
11/14/2012,84.85,85.61,84.18,84.62,8157000,79.2
11/15/2012,84.39,84.74,83.61,84.05,7639100,78.67
11/16/2012,84.17,84.39,83.31,84.12,6909300,78.73
11/19/2012,84.54,85.05,84.37,85.04,5559800,79.59
11/20/2012,85.17,86.17,85.1,85.68,5822800,80.19
11/21/2012,86.06,86.26,85.29,86.01,3900700,80.5
11/23/2012,86.77,87.07,86.56,87.05,2474400,81.47
11/26/2012,86.53,86.67,85.8,86.24,5619200,80.71
11/27/2012,86.24,86.46,85.82,85.92,4633200,80.42
11/28/2012,85.91,86.66,85.69,86.52,7155400,80.98
11/29/2012,86.44,86.98,86.1,86.49,4873900,81.68
11/30/2012,86.08,87.31,85.95,87.04,7369800,82.19
12/3/2012,87.42,87.43,86.76,87.06,6638100,82.21
12/4/2012,86.64,87.38,86.27,87.2,6109700,82.35
12/5/2012,87.43,87.97,86.73,86.97,5349700,82.13
12/6/2012,87.11,88.39,87.1,88.09,6580200,83.19
12/7/2012,89.09,89.14,88.2,88.48,8086500,83.55
12/10/2012,89.97,90.17,89.01,89.41,9276400,84.43
12/11/2012,89.76,89.81,89,89.62,7333000,84.63
12/12/2012,89.87,89.99,89.2,89.31,4219500,84.34
12/13/2012,89.27,89.73,88.93,89.17,4639700,84.21
12/14/2012,88.84,89.39,88.5,88.88,4364600,83.93
12/17/2012,89.14,89.93,89.01,89.91,5956500,84.91
12/18/2012,89.99,90.8,89.92,90.52,5340500,85.48
12/19/2012,90.73,90.85,89.7,89.71,5152900,84.72
12/20/2012,89.97,90.12,89.45,90.04,4298900,85.03
12/21/2012,89.65,90.19,89.11,90.18,10730000,85.16
12/24/2012,89.59,89.69,89.1,89.29,2375000,84.32
12/26/2012,89.12,89.37,88.39,88.74,3054000,83.8
12/27/2012,88.9,89.13,87.76,88.72,4576600,83.78
12/28/2012,88.24,88.54,87.47,87.58,3725600,82.7
12/31/2012,87.42,88.25,86.81,88.21,6236600,83.3
1/2/2013,89.4,90.35,89.33,90.12,7377200,85.1
1/3/2013,90.31,90.7,90.16,90.63,5473500,85.59
1/4/2013,90.62,90.79,89.67,89.85,5374100,84.85
1/7/2013,89.77,91.05,89.25,90.91,5820900,85.85
1/8/2013,90.54,90.96,89.97,90.94,6285200,85.88
1/9/2013,90.8,91.24,90.36,90.81,4822100,85.76
1/10/2013,91.35,91.64,91.03,91.4,4393300,86.31
1/11/2013,91.94,91.98,91.05,91.73,3692600,86.62
1/14/2013,91.76,92.12,91.43,91.53,3828100,86.44
1/15/2013,91.11,91.63,90.86,91.51,3910400,86.42
1/16/2013,91.13,91.32,90.91,91.1,2925800,86.03
1/17/2013,91.45,92.1,91.31,91.76,4044600,86.65
1/18/2013,92.07,92.3,91.85,92.26,5579900,87.12
1/22/2013,92.15,93.33,91.81,92.95,6967300,87.78
1/23/2013,93.45,93.75,92.25,93.48,9368000,88.28
1/24/2013,93.58,93.6,93.02,93.31,5157200,88.12
1/25/2013,93.31,93.94,93.28,93.72,5461600,88.5
1/28/2013,93.94,94.58,93.64,94.36,4564600,89.11
1/29/2013,94.15,94.99,94.05,94.92,4929700,89.64
1/30/2013,94.88,95.1,94.43,94.67,4657600,89.4
1/31/2013,94.6,95.29,94.46,95.29,5740500,89.99
2/1/2013,95.58,96.32,95.5,95.95,5481100,90.61
2/4/2013,95.4,95.79,94.5,94.6,5933300,89.33
2/5/2013,94.59,95.54,94.51,94.91,4952800,89.63
2/6/2013,94.49,95.33,94.41,95.07,4482700,89.78
2/7/2013,95.03,95.06,94.07,94.63,5619600,89.36
2/8/2013,94.39,95.48,94.36,94.87,5331600,89.59
2/11/2013,94.75,95.31,94.6,95.17,3557600,89.87
2/12/2013,95.05,95.34,94.81,95.1,4526900,89.81
2/13/2013,94.64,94.75,93.48,94,6663100,88.77
2/14/2013,93.86,93.89,93.19,93.56,5360900,88.35
2/15/2013,93.81,94.31,93.21,93.9,5094100,88.67
2/19/2013,94.14,94.49,93.77,93.85,4401900,88.63
2/20/2013,93.93,94.48,93.75,93.91,4023800,88.68
2/21/2013,93.44,94.45,93.3,94.14,4424600,88.9
2/22/2013,94.27,95.25,93.85,95.25,4421300,89.95
2/25/2013,95.38,96.78,95.26,96.14,9028000,90.79
2/26/2013,96.35,96.57,96.05,96.22,6451100,90.86
2/27/2013,95.36,95.95,95.11,95.73,4326800,91.13
2/28/2013,95.71,96.22,95.51,95.9,3967600,91.29
3/1/2013,95.68,95.82,94.96,95.68,3823200,91.08
3/4/2013,95.6,95.67,94.87,95.07,4636900,90.5
3/5/2013,95.54,96.1,95.33,95.81,5643000,91.21
3/6/2013,95.95,96.82,95.93,96.81,5052000,92.16
3/7/2013,96.64,97.16,96.64,97.09,4566400,92.43
3/8/2013,98.13,98.95,98.03,98.71,8838100,93.97
3/11/2013,98.46,98.89,98.28,98.89,4853400,94.14
3/12/2013,98.86,98.87,98.53,98.76,3856000,94.01
3/13/2013,98.74,99.47,98.54,99.38,3896600,94.61
3/14/2013,99.36,99.38,98.9,99.31,3649900,94.54
3/15/2013,98.97,99.7,98.82,99.67,6388000,94.88
3/18/2013,98.95,99.34,98.21,98.57,3934500,93.83
3/19/2013,98.78,98.99,98.2,98.4,4648500,93.67
3/20/2013,98.59,98.9,98.59,98.77,3534900,94.02
3/21/2013,98.5,98.88,98.42,98.53,3523400,93.8
3/22/2013,98.52,99.62,98.52,99.27,4160000,94.5
3/25/2013,99.46,99.6,98.12,98.24,4932500,93.52
3/26/2013,98.35,98.67,98.26,98.5,4434000,93.77
3/27/2013,98.19,99.29,98.18,98.9,4401700,94.15
3/28/2013,98.88,99.78,98.67,99.69,3954700,94.9
4/1/2013,99.41,99.68,98.85,99.05,3155800,94.29
4/2/2013,99.4,100.42,99.03,100.26,5136800,95.44
4/3/2013,100.21,100.5,99.06,99.25,4454400,94.48
4/4/2013,99.54,100.81,99.53,100.63,5860600,95.8
4/5/2013,100.17,101.47,99.81,101.42,5693000,96.55
4/8/2013,101.08,101.5,100.85,101.5,4163600,96.62
4/9/2013,101.5,101.5,100.57,101.06,3690400,96.2
4/10/2013,101.12,101.74,101.01,101.49,3159400,96.61
4/11/2013,101.34,102.47,101.34,101.99,4049400,97.09
4/12/2013,101.5,103.7,101.5,103.59,5714000,98.61
4/15/2013,103.14,103.44,102.13,102.15,5643600,97.24
4/16/2013,102.4,103.05,102.02,103.04,3199300,98.09
4/17/2013,102.56,103.11,102,102.54,4191500,97.61
4/18/2013,102.08,102.23,100.1,101.91,5696900,97.01
4/19/2013,100.58,101.44,99.45,99.92,8227700,95.12
4/22/2013,99.35,99.66,98.38,99.32,5620500,94.55
4/23/2013,99.27,100.24,99.21,99.76,5753500,94.97
4/24/2013,100.09,101.24,100.09,101.02,4593000,96.17
4/25/2013,101.27,101.63,100.85,100.94,3529400,96.09
4/26/2013,100.83,100.99,100.4,100.89,3113600,96.04
4/29/2013,101.56,102.52,101.15,102.18,3417700,97.27
4/30/2013,102.27,102.36,101.56,102.14,4205200,97.23
5/1/2013,101.98,102.44,101.33,101.38,2720100,96.51
5/2/2013,101.46,102.34,101.12,102.06,3821100,97.16
5/3/2013,102.92,103.34,102.55,102.92,4109400,97.98
5/6/2013,102.76,102.8,102.05,102.07,3314200,97.17
5/7/2013,102.09,102.52,101.79,102.29,4304200,97.38
5/8/2013,102.28,102.28,100.76,100.95,5228800,96.1
5/9/2013,100.78,101.23,99.46,99.69,10628500,94.9
5/10/2013,99.95,100.2,99.4,100.2,5036900,95.39
5/13/2013,100.02,100.7,99.8,100.38,3154100,95.56
5/14/2013,100.48,101.49,100.44,101.2,3810800,96.34
5/15/2013,101.3,102.03,101.3,101.95,3402600,97.05
5/16/2013,101.58,101.78,100.84,101.12,4251800,96.26
5/17/2013,101.1,101.9,100.8,101.54,4015300,96.66
5/20/2013,101.24,101.94,101.24,101.54,2233100,96.66
5/21/2013,101.65,102.62,101.42,102.14,4078600,97.23
5/22/2013,102.18,102.4,101.41,101.74,4648200,96.85
5/23/2013,101.14,101.51,100.35,101.03,13743100,96.18
5/24/2013,100.66,100.66,99.73,100.29,13161000,95.47
5/28/2013,101.06,101.94,100.88,101.24,14083800,96.38
5/29/2013,100.64,100.64,98.28,99.05,8770700,94.29
5/30/2013,98.42,98.59,96.79,97.07,8028900,93.13
5/31/2013,96.89,97.71,96.56,96.57,5443400,92.65
6/3/2013,96.77,97.99,96.57,97.96,4224000,93.98
6/4/2013,98.01,98.68,97.64,98.37,4902300,94.38
6/5/2013,98.13,98.16,96.12,96.42,5394800,92.51
6/6/2013,96.39,96.83,95.16,96.68,5817300,92.76
6/7/2013,97.06,98.69,97,98.28,5036800,94.29
6/10/2013,99.8,100.18,99.12,99.53,5718400,95.49
6/11/2013,99.02,99.49,98.07,98.23,4812800,94.24
6/12/2013,98.74,99.1,98.07,98.24,4485200,94.25
6/13/2013,98.1,99.07,97.87,98.88,2927800,94.87
6/14/2013,98.83,99.42,98.23,98.42,3351100,94.43
6/17/2013,99.3,99.69,98.3,98.74,4884800,94.73
6/18/2013,98.98,100.04,98.95,99.75,3340100,95.7
6/19/2013,99.71,100.07,98.53,98.81,3518200,94.8
6/20/2013,98.37,98.68,96.62,96.79,5550100,92.86
6/21/2013,97.36,97.75,96.89,97.23,7227000,93.28
6/24/2013,96.54,97.71,96.02,97.29,4244500,93.34
6/25/2013,97.91,97.99,97.14,97.52,3211300,93.56
6/26/2013,98.36,99.14,98.04,98.84,3585500,94.83
6/27/2013,99.45,99.82,99.13,99.65,4497100,95.61
6/28/2013,99.51,100.11,98.93,99,5386400,94.98
7/1/2013,99.35,100.3,99.26,99.82,4053500,95.77
7/2/2013,99.82,100.5,99.39,99.93,3850500,95.87
7/3/2013,99.95,100.56,99.71,100.35,1676300,96.28
7/5/2013,100.69,100.84,99.25,99.86,3933900,95.81
7/8/2013,100.28,100.5,99.55,99.88,4064300,95.83
7/9/2013,100.24,100.37,99.2,99.99,4120100,95.93
7/10/2013,100.15,100.36,99.4,99.98,3532400,95.92
7/11/2013,100.75,100.96,99.76,100.79,4064100,96.7
7/12/2013,100.59,101.81,100.5,101.58,4766800,97.46
7/15/2013,101.6,101.73,100.7,100.75,4480700,96.66
7/16/2013,100.18,101.12,99.47,100.88,4406200,96.79
7/17/2013,100.05,100.35,99.3,100.1,5377400,96.04
7/18/2013,100.48,100.77,99.99,100.18,3401600,96.11
7/19/2013,100.2,100.41,99.53,100.27,4508300,96.2
7/22/2013,97.75,97.93,97.06,97.58,13209600,93.62
7/23/2013,97.55,97.72,96.68,96.76,6989300,92.83
7/24/2013,97.21,97.4,96.3,96.66,5197900,92.74
7/25/2013,96.67,97.59,96.56,97.49,4208100,93.53
7/26/2013,97.25,98.08,96.92,98.03,4561600,94.05
7/29/2013,97.96,98.03,97.39,97.87,3592500,93.9
7/30/2013,98,98.54,97.84,98.37,4127400,94.38
7/31/2013,98.32,98.54,97.63,98.08,5343000,94.1
8/1/2013,98.62,99.24,98.32,99,3954600,94.98
8/2/2013,98.81,99.2,98.45,99.2,3224300,95.17
8/5/2013,99.01,99.44,98.83,99.31,3326400,95.28
8/6/2013,99.33,99.4,98.37,98.69,3507200,94.68
8/7/2013,98.6,98.99,98.27,98.33,3256400,94.34
