"wage","education","experience","ethnicity","smsa","region","parttime"
557.93,16,9,"cauc","yes","northeast","no"
167.14,14,0,"cauc","yes","northeast","no"
66.48,12,52,"cauc","yes","northeast","yes"
89.71,13,49,"cauc","yes","northeast","yes"
308.64,13,10,"cauc","yes","northeast","no"
154.32,14,3,"cauc","yes","northeast","yes"
474.83,16,35,"cauc","yes","northeast","no"
284.9,16,2,"cauc","yes","northeast","no"
847.17,17,9,"cauc","yes","northeast","no"
269.35,16,3,"cauc","yes","northeast","no"
356.13,12,14,"cauc","yes","northeast","no"
455.56,12,31,"cauc","yes","northeast","no"
427.35,12,43,"cauc","yes","northeast","no"
294.4,12,6,"cauc","yes","northeast","no"
949.67,18,29,"cauc","yes","northeast","no"
284.9,13,18,"cauc","yes","northeast","no"
807.22,6,42,"cauc","yes","northeast","no"
142.45,12,0,"cauc","yes","northeast","yes"
261.16,12,15,"cauc","yes","northeast","no"
237.42,12,3,"cauc","yes","northeast","no"
356.13,11,26,"cauc","yes","northeast","no"
370.37,12,22,"cauc","yes","northeast","no"
617.28,12,27,"cauc","yes","northeast","no"
478.71,12,49,"cauc","yes","northeast","no"
888.01,12,41,"cauc","yes","northeast","no"
474.83,14,7,"cauc","yes","northeast","no"
617.28,14,13,"cauc","yes","northeast","no"
423.22,10,24,"cauc","yes","northeast","no"
712.25,15,18,"cauc","yes","northeast","no"
593.54,9,46,"cauc","yes","northeast","no"
561.17,12,4,"cauc","yes","northeast","no"
209.88,12,3,"cauc","yes","northeast","no"
830.96,12,21,"cauc","yes","northeast","no"
356.13,14,31,"cauc","yes","northeast","no"
325.68,14,3,"cauc","yes","northeast","no"
204.53,15,0,"cauc","yes","northeast","no"
664.77,12,5,"cauc","yes","northeast","no"
712.25,16,39,"cauc","yes","northeast","no"
925.93,16,26,"cauc","yes","northeast","no"
445.82,15,-1,"cauc","yes","northeast","no"
1590.69,18,27,"cauc","yes","northeast","no"
997.15,18,18,"cauc","yes","northeast","no"
759.73,14,26,"cauc","yes","northeast","no"
664.77,14,25,"cauc","yes","northeast","no"
759.73,16,24,"cauc","yes","northeast","no"
151.23,13,-1,"cauc","yes","northeast","no"
546.06,14,12,"cauc","yes","northeast","no"
354.66,13,14,"cauc","yes","northeast","no"
957.38,12,13,"cauc","yes","northeast","no"
308.64,6,51,"cauc","yes","northeast","no"
664.77,12,21,"cauc","yes","northeast","no"
641.03,14,17,"cauc","yes","northeast","no"
874.49,9,47,"cauc","yes","northeast","no"
1115.86,12,35,"cauc","yes","northeast","no"
973.41,16,21,"cauc","yes","northeast","no"
949.67,16,17,"cauc","yes","northeast","no"
324.62,13,1,"cauc","yes","northeast","no"
406.62,11,22,"cauc","yes","northeast","no"
356.13,12,43,"cauc","yes","northeast","no"
522.32,12,40,"cauc","yes","northeast","no"
1068.38,17,25,"afam","yes","northeast","no"
807.22,14,9,"cauc","yes","northeast","no"
783.48,16,12,"cauc","yes","northeast","no"
783.48,18,34,"cauc","yes","northeast","no"
237.42,14,1,"cauc","yes","northeast","no"
427.35,11,5,"cauc","yes","northeast","no"
213.68,13,6,"cauc","yes","northeast","no"
593.54,18,32,"cauc","yes","northeast","no"
835,17,13,"cauc","yes","northeast","no"
296.77,14,18,"cauc","yes","northeast","no"
395.06,12,15,"cauc","yes","northeast","no"
617.28,18,4,"cauc","yes","northeast","no"
790.12,12,5,"cauc","yes","northeast","no"
699.43,18,17,"cauc","yes","northeast","no"
783.48,12,31,"cauc","yes","northeast","no"
617.28,14,3,"cauc","yes","northeast","no"
388.89,14,-1,"cauc","yes","northeast","no"
723.03,2,31,"cauc","yes","northeast","no"
72.89,14,43,"cauc","yes","northeast","yes"
629.15,18,3,"cauc","yes","northeast","no"
548.65,12,14,"cauc","yes","northeast","no"
854.7,12,33,"cauc","yes","northeast","no"
807.22,13,7,"cauc","yes","northeast","no"
427.35,13,4,"cauc","yes","northeast","no"
759.73,12,36,"cauc","yes","northeast","no"
356.13,13,2,"cauc","yes","northeast","no"
145.24,11,2,"cauc","yes","northeast","yes"
1041.6,16,35,"cauc","yes","northeast","no"
241.12,16,1,"cauc","yes","northeast","yes"
331.57,12,32,"cauc","yes","northeast","no"
1187.08,18,8,"cauc","yes","northeast","no"
411.52,14,2,"cauc","yes","northeast","no"
402.17,10,8,"cauc","yes","northeast","no"
800.64,12,19,"cauc","yes","northeast","no"
840.46,12,17,"cauc","yes","northeast","no"
751.26,18,16,"cauc","yes","northeast","no"
498.58,7,21,"cauc","yes","northeast","no"
1652.42,18,23,"cauc","yes","northeast","no"
688.51,16,4,"cauc","yes","northeast","no"
973.41,12,25,"cauc","yes","northeast","no"
168.61,14,0,"cauc","yes","northeast","no"
689.96,12,28,"cauc","yes","northeast","no"
311.14,12,2,"cauc","yes","northeast","no"
334.21,12,1,"cauc","yes","northeast","no"
949.67,16,13,"cauc","yes","northeast","no"
546.06,12,30,"cauc","yes","northeast","no"
1258.31,18,17,"cauc","yes","northeast","no"
308.64,18,13,"cauc","yes","northeast","no"
949.67,12,23,"cauc","yes","northeast","no"
878.44,16,22,"cauc","yes","northeast","no"
82.3,16,1,"cauc","yes","northeast","yes"
949.67,14,19,"cauc","yes","northeast","no"
213.68,10,25,"cauc","yes","northeast","no"
522.32,10,45,"cauc","yes","northeast","no"
427.35,7,24,"cauc","yes","northeast","no"
1353.28,13,15,"cauc","yes","northeast","no"
684.02,12,12,"cauc","yes","northeast","no"
712.25,16,9,"cauc","yes","northeast","no"
878.44,18,14,"cauc","yes","northeast","no"
669.52,12,33,"cauc","yes","northeast","no"
356.13,12,19,"cauc","yes","northeast","no"
1661.92,18,35,"cauc","yes","northeast","no"
496.2,14,5,"cauc","yes","northeast","no"
655.27,12,26,"cauc","yes","northeast","no"
92.59,13,0,"cauc","yes","northeast","yes"
925.93,18,20,"cauc","yes","northeast","no"
246.91,10,11,"cauc","yes","northeast","no"
1234.57,18,7,"cauc","yes","northeast","no"
830.96,13,18,"cauc","yes","northeast","no"
216.05,10,4,"cauc","yes","northeast","no"
712.25,12,31,"cauc","yes","northeast","no"
274.35,18,-2,"cauc","yes","northeast","yes"
403.61,12,5,"cauc","yes","northeast","no"
807.22,14,37,"cauc","yes","northeast","no"
473.88,12,8,"cauc","yes","northeast","no"
308.64,11,14,"cauc","yes","northeast","no"
339.51,11,7,"cauc","yes","northeast","no"
276.59,18,2,"cauc","yes","northeast","yes"
593.54,15,13,"cauc","yes","northeast","no"
403.61,13,6,"cauc","yes","northeast","no"
641.03,10,46,"cauc","yes","northeast","no"
569.8,12,10,"cauc","yes","northeast","no"
641.03,12,9,"cauc","yes","northeast","no"
902.18,11,41,"cauc","yes","northeast","no"
270.66,12,5,"cauc","yes","northeast","no"
474.83,9,38,"cauc","yes","northeast","no"
712.25,10,29,"afam","yes","northeast","no"
427.35,15,3,"afam","yes","northeast","no"
546.06,12,40,"cauc","yes","northeast","no"
296.77,14,7,"cauc","yes","northeast","no"
306.27,12,30,"cauc","yes","northeast","no"
593.54,16,10,"cauc","yes","northeast","no"
569.8,8,38,"cauc","yes","northeast","no"
173.31,12,2,"cauc","yes","northeast","no"
830.96,12,36,"cauc","yes","northeast","no"
617.28,12,34,"cauc","yes","northeast","no"
878.44,14,22,"afam","yes","northeast","no"
337.62,11,7,"cauc","yes","northeast","no"
569.8,12,22,"cauc","yes","northeast","no"
522.32,12,18,"cauc","yes","northeast","no"
807.22,16,14,"cauc","yes","northeast","no"
510.45,12,20,"cauc","yes","northeast","no"
830.96,16,25,"cauc","yes","northeast","no"
1282.05,16,19,"cauc","yes","northeast","no"
522.32,12,41,"cauc","yes","northeast","no"
1092.12,16,5,"cauc","yes","northeast","no"
1111.11,18,27,"afam","yes","northeast","no"
455.84,16,21,"cauc","yes","northeast","no"
308.64,8,5,"cauc","yes","northeast","no"
830.96,17,11,"cauc","yes","northeast","no"
524,9,30,"cauc","yes","northeast","no"
185.19,16,7,"cauc","yes","northeast","no"
562.93,12,2,"cauc","yes","northeast","no"
1068.38,18,22,"cauc","no","northeast","no"
123.46,13,48,"cauc","yes","northeast","yes"
849.95,12,29,"cauc","yes","northeast","no"
451.09,9,16,"cauc","yes","northeast","no"
510.09,12,17,"cauc","no","northeast","no"
593.54,12,31,"cauc","no","northeast","no"
277.78,15,-1,"cauc","yes","northeast","no"
805.15,12,20,"cauc","yes","northeast","no"
357.93,12,14,"cauc","yes","northeast","no"
664.77,14,12,"cauc","yes","northeast","no"
890.31,17,24,"cauc","yes","northeast","no"
712.25,18,14,"cauc","yes","northeast","no"
474.83,12,32,"cauc","no","northeast","no"
702.01,15,2,"cauc","no","northeast","no"
237.42,16,0,"cauc","no","northeast","yes"
498.58,12,25,"cauc","no","northeast","no"
231.48,15,-1,"cauc","yes","northeast","no"
430.91,18,14,"cauc","no","northeast","no"
718.99,16,15,"cauc","no","northeast","no"
685.42,18,14,"cauc","no","northeast","no"
522.32,12,43,"cauc","no","northeast","no"
403.61,8,43,"cauc","no","northeast","no"
231.48,14,12,"cauc","no","northeast","no"
356.13,11,9,"cauc","yes","northeast","no"
593.54,14,15,"cauc","no","northeast","no"
474.6,12,14,"cauc","no","northeast","no"
284.9,15,6,"cauc","no","northeast","no"
694.44,12,15,"cauc","no","northeast","no"
474.83,12,23,"cauc","no","northeast","no"
507.86,11,20,"afam","yes","northeast","no"
185.19,12,2,"afam","yes","northeast","yes"
498.58,10,44,"cauc","yes","northeast","no"
271,12,12,"cauc","yes","northeast","no"
472.46,13,3,"cauc","no","northeast","no"
546.06,12,32,"cauc","no","northeast","no"
593.54,12,23,"cauc","no","northeast","no"
1068.38,12,25,"cauc","no","northeast","no"
1733.14,16,32,"cauc","no","northeast","no"
807.22,18,8,"cauc","no","northeast","no"
52.23,18,45,"cauc","no","northeast","yes"
474.83,12,18,"cauc","yes","northeast","no"
328.73,13,2,"cauc","no","northeast","no"
773.66,16,13,"cauc","no","northeast","no"
180.04,9,35,"cauc","no","northeast","no"
797.65,12,30,"cauc","yes","northeast","no"
997.15,12,42,"cauc","no","northeast","no"
333.78,11,32,"cauc","yes","northeast","no"
322.17,12,6,"cauc","yes","northeast","no"
997.15,11,39,"cauc","yes","northeast","no"
274.35,12,0,"cauc","yes","northeast","no"
148.15,15,0,"cauc","no","northeast","yes"
284.9,9,15,"cauc","no","northeast","no"
484.64,15,13,"cauc","yes","northeast","no"
1151.47,16,12,"cauc","no","northeast","no"
1139.6,14,21,"cauc","no","northeast","no"
971.28,8,43,"cauc","yes","northeast","no"
185.19,12,43,"cauc","yes","northeast","yes"
645.82,12,10,"cauc","yes","northeast","no"
279.68,11,9,"afam","no","northeast","no"
439.22,10,24,"cauc","no","northeast","no"
499.19,10,29,"afam","no","northeast","no"
395.06,12,18,"cauc","no","northeast","no"
320.51,12,34,"cauc","no","northeast","no"
261.16,12,10,"cauc","no","northeast","no"
77.83,12,2,"cauc","yes","northeast","yes"
356.13,15,9,"cauc","yes","northeast","no"
925.93,14,31,"cauc","yes","northeast","no"
154.32,12,3,"cauc","yes","northeast","no"
425.93,12,12,"cauc","yes","northeast","no"
378.09,12,8,"cauc","yes","northeast","no"
154.32,13,6,"cauc","yes","northeast","yes"
997.15,12,35,"cauc","no","northeast","no"
1305.79,16,29,"cauc","no","northeast","no"
2105.89,18,14,"cauc","no","northeast","no"
272.84,15,-1,"cauc","no","northeast","yes"
189.11,13,-1,"cauc","no","northeast","yes"
174.9,18,12,"cauc","no","northeast","yes"
451.09,12,8,"cauc","no","northeast","no"
516.55,12,9,"cauc","no","northeast","no"
973.41,12,27,"cauc","yes","northeast","no"
306.27,13,11,"cauc","no","northeast","no"
347.22,14,10,"cauc","no","northeast","no"
712.25,18,14,"cauc","no","northeast","no"
262.35,12,14,"cauc","no","northeast","no"
123.46,12,49,"cauc","no","northeast","yes"
411.52,13,5,"cauc","yes","northeast","no"
997.15,12,30,"cauc","yes","northeast","no"
617.28,11,35,"cauc","yes","northeast","no"
332.38,12,10,"cauc","yes","northeast","no"
569.8,12,31,"cauc","no","northeast","no"
284.9,13,6,"cauc","no","northeast","no"
337.13,12,30,"cauc","no","northeast","no"
197.53,12,6,"cauc","no","northeast","no"
169.75,12,2,"cauc","no","northeast","no"
158.02,12,1,"cauc","no","northeast","yes"
641.03,13,25,"cauc","no","northeast","no"
322.89,16,0,"cauc","no","northeast","no"
783.48,12,32,"cauc","yes","northeast","no"
522.32,12,1,"cauc","yes","northeast","no"
536.04,14,11,"cauc","yes","northeast","no"
1424.5,10,49,"cauc","yes","northeast","no"
427.35,12,9,"cauc","yes","northeast","no"
712.25,11,33,"cauc","yes","northeast","no"
522.32,9,34,"cauc","yes","northeast","no"
189.93,14,5,"cauc","yes","northeast","no"
735.99,18,21,"cauc","yes","northeast","no"
237.42,9,51,"cauc","no","northeast","no"
498.58,12,11,"cauc","no","northeast","no"
1010.1,16,31,"cauc","no","northeast","no"
1063.1,16,15,"cauc","no","northeast","no"
712.25,14,22,"cauc","no","northeast","no"
593.54,13,25,"cauc","no","northeast","no"
1946.82,17,20,"cauc","yes","northeast","no"
370.37,15,2,"cauc","yes","northeast","no"
257.2,15,-1,"cauc","yes","northeast","no"
391.74,12,13,"cauc","yes","northeast","no"
735.99,12,29,"cauc","yes","northeast","no"
189.17,14,1,"cauc","yes","northeast","no"
310.9,12,5,"cauc","yes","northeast","no"
353.75,8,24,"cauc","yes","northeast","no"
664.77,9,31,"cauc","yes","northeast","no"
474.83,15,33,"cauc","no","northeast","no"
534.19,12,18,"cauc","no","northeast","no"
617.28,12,38,"cauc","no","northeast","no"
249.78,10,10,"cauc","no","northeast","yes"
581.67,12,21,"cauc","no","northeast","no"
58.02,12,2,"cauc","no","northeast","yes"
360.16,14,3,"cauc","yes","northeast","no"
874.32,12,32,"cauc","no","northeast","no"
241.21,12,0,"cauc","no","northeast","no"
182.5,12,4,"cauc","no","northeast","no"
337.13,12,6,"cauc","no","northeast","no"
80.25,12,49,"cauc","no","northeast","yes"
427.35,12,12,"cauc","no","northeast","no"
372.46,12,12,"cauc","no","northeast","no"
79.77,8,49,"cauc","no","northeast","yes"
213.68,14,1,"cauc","no","northeast","no"
356.13,15,1,"cauc","no","northeast","no"
451.09,14,9,"cauc","no","northeast","no"
522.32,12,34,"cauc","no","northeast","no"
444.44,14,17,"cauc","yes","northeast","no"
783.48,18,29,"cauc","yes","northeast","no"
712.25,12,10,"cauc","yes","northeast","no"
363.11,16,38,"cauc","yes","northeast","no"
878.44,16,17,"cauc","yes","northeast","no"
161.44,14,16,"cauc","no","northeast","no"
1020.89,14,23,"cauc","no","northeast","no"
641.03,18,6,"cauc","no","northeast","no"
522.32,15,14,"cauc","no","northeast","no"
712.25,12,17,"cauc","no","northeast","no"
1139.6,16,13,"cauc","yes","northeast","no"
712.25,11,33,"cauc","no","northeast","no"
474.83,18,0,"cauc","no","northeast","no"
629.15,16,30,"cauc","yes","northeast","no"
167.78,12,26,"cauc","yes","northeast","yes"
117.28,14,17,"cauc","yes","northeast","yes"
332.38,13,15,"cauc","yes","northeast","no"
1187.08,17,17,"cauc","yes","northeast","no"
308.64,16,6,"cauc","yes","northeast","no"
949.67,12,20,"cauc","yes","northeast","no"
296.3,18,19,"cauc","yes","northeast","no"
712.25,16,11,"cauc","yes","northeast","no"
443.97,17,4,"cauc","yes","northeast","no"
420.14,14,22,"cauc","yes","northeast","yes"
474.83,16,5,"cauc","yes","northeast","no"
712.25,17,14,"cauc","no","northeast","no"
379.87,12,37,"cauc","no","northeast","no"
308.64,12,26,"cauc","yes","northeast","no"
271.6,13,12,"cauc","yes","northeast","no"
2374.15,16,14,"cauc","yes","northeast","no"
296.3,12,17,"afam","yes","northeast","no"
626.92,12,7,"cauc","no","northeast","no"
308.64,10,51,"cauc","no","northeast","no"
1234.57,16,22,"cauc","no","northeast","no"
569.8,14,23,"cauc","no","northeast","yes"
1046.01,2,46,"cauc","no","northeast","no"
940.62,18,17,"cauc","no","northeast","no"
593.54,14,20,"cauc","no","northeast","no"
390.55,10,47,"afam","yes","northeast","no"
296.3,11,17,"afam","yes","northeast","no"
270.66,11,15,"afam","yes","northeast","no"
798.08,17,7,"cauc","no","northeast","no"
730.86,16,24,"cauc","no","northeast","no"
172.84,12,4,"cauc","no","northeast","no"
261.16,12,9,"cauc","no","northeast","no"
647.74,11,39,"cauc","yes","northeast","no"
281.75,17,15,"cauc","yes","northeast","no"
432.1,12,30,"cauc","yes","northeast","no"
366.67,12,4,"cauc","yes","northeast","no"
444.44,16,18,"cauc","yes","northeast","no"
1234.57,18,30,"cauc","yes","northeast","no"
189.93,14,7,"afam","yes","northeast","no"
493.4,13,17,"cauc","yes","northeast","no"
617.28,13,19,"cauc","yes","northeast","no"
451.09,12,32,"cauc","yes","northeast","no"
230.29,12,31,"cauc","yes","northeast","no"
447.29,9,46,"cauc","no","northeast","no"
365.46,12,17,"cauc","yes","northeast","no"
569.8,12,12,"cauc","yes","northeast","no"
98.77,6,36,"cauc","yes","northeast","no"
97.34,8,37,"cauc","yes","northeast","no"
52.26,10,16,"cauc","no","northeast","yes"
503.91,14,11,"afam","yes","northeast","no"
578.7,14,22,"cauc","yes","northeast","no"
71.23,12,1,"cauc","no","northeast","yes"
166.11,11,3,"cauc","no","northeast","yes"
246.91,13,37,"cauc","yes","northeast","yes"
418.68,16,9,"cauc","no","northeast","no"
469.14,10,19,"cauc","yes","northeast","no"
711.06,16,14,"cauc","yes","northeast","no"
308.64,14,20,"cauc","yes","northeast","no"
592.59,12,23,"cauc","no","northeast","no"
223.17,12,40,"cauc","no","northeast","no"
569.8,12,8,"cauc","no","northeast","no"
266.98,14,2,"cauc","no","northeast","no"
735.21,16,3,"cauc","no","northeast","no"
195.87,13,31,"cauc","yes","northeast","no"
53.51,11,3,"cauc","yes","northeast","yes"
419.75,12,17,"cauc","yes","northeast","no"
1234.57,18,0,"cauc","yes","northeast","no"
593.54,16,14,"cauc","yes","northeast","no"
883.19,12,16,"cauc","yes","northeast","no"
580.25,15,27,"cauc","no","northeast","no"
237.42,8,45,"cauc","no","northeast","no"
949.67,15,39,"cauc","yes","northeast","yes"
332.38,14,2,"cauc","yes","northeast","no"
878.44,12,28,"cauc","yes","northeast","no"
997.15,13,22,"cauc","yes","northeast","no"
664.77,18,15,"cauc","yes","northeast","no"
123.46,9,52,"cauc","yes","northeast","yes"
569.8,16,4,"cauc","yes","northeast","no"
1511.72,18,22,"cauc","yes","northeast","no"
950.96,12,30,"cauc","yes","northeast","no"
403.61,12,43,"cauc","yes","northeast","no"
332.38,9,9,"cauc","yes","northeast","yes"
149.38,13,15,"cauc","yes","northeast","no"
498.58,16,9,"cauc","yes","northeast","no"
1068.38,18,16,"cauc","yes","northeast","no"
130.99,13,-1,"cauc","yes","northeast","yes"
355.46,12,12,"afam","no","northeast","no"
499.71,12,9,"cauc","no","northeast","no"
479.01,12,11,"cauc","yes","northeast","no"
854.7,8,31,"cauc","no","northeast","no"
569.8,13,17,"cauc","no","northeast","no"
242.17,16,1,"cauc","yes","northeast","no"
593.54,12,27,"cauc","yes","northeast","no"
284.9,5,47,"cauc","yes","northeast","no"
363.11,5,48,"cauc","yes","northeast","no"
71.23,3,20,"cauc","yes","northeast","yes"
811.18,16,2,"cauc","no","northeast","no"
830.96,12,16,"cauc","yes","northeast","no"
267.58,14,14,"cauc","yes","northeast","no"
830.96,16,3,"cauc","yes","northeast","no"
579.49,12,13,"cauc","yes","northeast","no"
621.46,10,43,"cauc","yes","northeast","no"
451.09,12,29,"cauc","no","northeast","no"
783.48,12,27,"cauc","no","northeast","no"
1068.38,18,13,"cauc","yes","northeast","no"
795.35,13,27,"cauc","yes","northeast","no"
257.2,12,5,"cauc","yes","northeast","no"
688.51,12,13,"cauc","yes","northeast","no"
844.53,10,37,"cauc","no","northeast","no"
52.26,8,21,"cauc","no","northeast","yes"
593.54,12,20,"cauc","no","northeast","no"
357.74,6,38,"cauc","no","northeast","no"
370.37,12,8,"cauc","no","northeast","no"
309.78,11,9,"cauc","no","northeast","no"
791.54,12,29,"cauc","yes","northeast","no"
257.2,12,4,"cauc","yes","northeast","no"
266.28,16,13,"cauc","yes","northeast","yes"
529.44,8,30,"cauc","yes","northeast","no"
593.54,9,15,"cauc","yes","northeast","no"
963.16,13,25,"cauc","yes","northeast","no"
691.36,14,13,"cauc","yes","northeast","no"
759.73,14,22,"cauc","yes","northeast","no"
664.77,14,25,"cauc","yes","northeast","no"
1258.31,14,18,"cauc","yes","northeast","no"
593.54,15,4,"cauc","yes","northeast","no"
403.61,3,18,"cauc","no","northeast","no"
427.35,12,12,"cauc","no","northeast","no"
1187.08,16,23,"cauc","no","northeast","no"
137.7,15,-1,"cauc","no","northeast","yes"
415.48,11,48,"cauc","no","northeast","no"
641.03,12,38,"cauc","no","northeast","no"
522.32,12,17,"cauc","no","northeast","no"
78.56,14,0,"cauc","no","northeast","yes"
284.9,17,21,"cauc","no","northeast","no"
377.45,7,44,"cauc","yes","northeast","no"
426.33,10,16,"cauc","yes","northeast","no"
474.83,12,11,"cauc","yes","northeast","no"
214.71,8,54,"afam","yes","northeast","yes"
195.46,12,5,"afam","yes","northeast","no"
1234.57,15,11,"cauc","yes","northeast","no"
1135.8,13,33,"cauc","yes","northeast","no"
764.26,14,7,"cauc","yes","northeast","no"
854.7,12,14,"cauc","yes","northeast","no"
1577.64,12,51,"cauc","no","northeast","no"
961.54,12,40,"cauc","no","northeast","no"
997.15,18,4,"cauc","yes","northeast","no"
1424.5,16,29,"cauc","yes","northeast","no"
274.35,12,3,"cauc","yes","northeast","no"
5246.91,14,14,"cauc","no","northeast","no"
498.58,12,26,"cauc","no","northeast","no"
658.44,12,12,"cauc","no","northeast","no"
629.63,11,8,"cauc","no","northeast","no"
1044.63,12,39,"cauc","no","northeast","no"
379.87,12,28,"cauc","no","northeast","no"
341.88,12,25,"cauc","no","northeast","no"
284.9,12,6,"cauc","no","northeast","no"
332.38,12,21,"cauc","no","northeast","no"
997.15,14,20,"cauc","no","northeast","no"
50.84,12,0,"cauc","no","northeast","yes"
391.74,12,41,"cauc","no","northeast","no"
403.61,13,14,"cauc","no","northeast","no"
237.42,12,6,"cauc","no","northeast","no"
593.54,12,24,"cauc","no","northeast","no"
179.7,12,2,"cauc","no","northeast","no"
472.79,13,4,"cauc","no","northeast","no"
95.06,18,16,"cauc","no","northeast","no"
474.83,17,3,"cauc","no","northeast","no"
557.93,16,4,"cauc","yes","northeast","no"
356.13,9,9,"cauc","yes","northeast","no"
758.02,12,41,"cauc","yes","northeast","no"
480.77,9,6,"cauc","yes","northeast","no"
712.25,12,40,"cauc","yes","northeast","no"
1020.89,16,3,"cauc","yes","northeast","no"
363.11,12,11,"cauc","no","northeast","no"
854.7,12,11,"cauc","yes","northeast","no"
237.42,11,45,"cauc","yes","northeast","no"
641.03,12,23,"cauc","no","northeast","no"
96.02,14,1,"cauc","no","northeast","yes"
166.19,13,2,"cauc","yes","northeast","no"
306.27,7,37,"cauc","yes","northeast","no"
373.93,16,1,"cauc","yes","northeast","no"
498.58,12,19,"cauc","yes","northeast","no"
842.83,18,3,"cauc","no","northeast","yes"
185.19,18,18,"cauc","no","northeast","yes"
229.97,16,2,"cauc","no","northeast","yes"
284.9,16,6,"cauc","no","northeast","no"
144.82,18,-1,"cauc","no","northeast","no"
71.23,18,-2,"cauc","no","northeast","no"
493.83,16,18,"cauc","no","northeast","no"
351.51,8,21,"cauc","no","northeast","no"
308.64,12,3,"cauc","yes","northeast","no"
987.65,12,13,"cauc","no","northeast","no"
557.93,12,24,"cauc","no","northeast","no"
569.14,12,44,"cauc","no","northeast","no"
522.2,12,11,"cauc","no","northeast","no"
427.35,14,4,"cauc","no","northeast","no"
389.36,12,6,"cauc","no","northeast","no"
534.19,12,27,"cauc","no","northeast","no"
286.13,14,12,"cauc","no","northeast","no"
261.16,13,14,"cauc","no","northeast","no"
593.54,16,7,"cauc","no","northeast","no"
512.82,14,18,"cauc","no","northeast","no"
771.6,18,17,"cauc","no","northeast","no"
403.61,16,2,"cauc","no","northeast","no"
503.85,18,22,"cauc","no","northeast","no"
617.28,12,35,"cauc","no","northeast","no"
593.54,13,21,"cauc","no","northeast","no"
720.16,8,46,"cauc","yes","northeast","no"
332.38,8,42,"cauc","yes","northeast","no"
512.82,12,23,"cauc","yes","northeast","no"
181.94,12,0,"cauc","yes","northeast","no"
146.66,12,2,"cauc","yes","northeast","no"
370.37,12,16,"cauc","yes","northeast","no"
284.9,12,13,"cauc","yes","northeast","no"
246.91,14,3,"cauc","yes","northeast","no"
419.75,17,9,"cauc","yes","northeast","no"
332.38,11,12,"cauc","yes","northeast","no"
949.67,18,30,"cauc","no","northeast","no"
872.6,14,9,"cauc","yes","northeast","no"
1020.89,18,20,"cauc","yes","northeast","no"
664.77,12,37,"cauc","yes","northeast","no"
735.99,12,15,"cauc","yes","northeast","no"
848.77,10,39,"cauc","yes","northeast","no"
1068.38,14,29,"cauc","yes","northeast","no"
997.15,12,18,"cauc","yes","northeast","no"
712.25,10,38,"cauc","yes","northeast","no"
569.8,12,17,"cauc","yes","northeast","no"
1286.01,12,17,"cauc","yes","northeast","no"
176.37,16,0,"cauc","yes","northeast","yes"
1543.21,18,26,"cauc","yes","northeast","no"
970.02,12,29,"cauc","yes","northeast","no"
451.09,12,28,"cauc","yes","northeast","no"
759.73,12,14,"cauc","yes","northeast","no"
522.32,14,20,"cauc","yes","northeast","no"
830.96,16,19,"cauc","yes","northeast","no"
664.77,12,24,"cauc","yes","northeast","no"
356.13,14,21,"afam","yes","northeast","no"
462.96,12,4,"cauc","yes","northeast","no"
522.32,11,45,"afam","yes","northeast","no"
522.32,14,20,"cauc","yes","northeast","no"
747.86,18,20,"cauc","yes","northeast","no"
403.61,12,11,"cauc","yes","northeast","no"
1424.5,12,28,"cauc","yes","northeast","no"
51.44,12,0,"cauc","yes","northeast","yes"
522.32,12,27,"cauc","yes","northeast","no"
434.47,10,10,"cauc","yes","northeast","no"
478.4,13,44,"cauc","yes","northeast","no"
2541.76,11,44,"cauc","yes","northeast","no"
712.25,18,5,"cauc","yes","northeast","yes"
154.32,11,40,"cauc","yes","northeast","yes"
356.13,14,34,"afam","yes","northeast","no"
1331.03,17,14,"cauc","yes","northeast","no"
1305.79,16,9,"cauc","yes","northeast","no"
546.06,18,10,"cauc","yes","northeast","no"
830.96,18,17,"cauc","yes","northeast","no"
593.54,12,23,"cauc","yes","northeast","no"
759.73,13,7,"cauc","yes","northeast","no"
1187.08,12,23,"cauc","yes","northeast","no"
1175.78,17,21,"cauc","yes","northeast","no"
557.93,12,29,"cauc","yes","northeast","no"
783.48,12,37,"cauc","yes","northeast","no"
543.21,10,11,"cauc","yes","northeast","no"
759.73,12,28,"cauc","yes","northeast","no"
665.55,12,38,"cauc","yes","northeast","no"
528.51,12,5,"cauc","yes","northeast","no"
335.38,12,3,"cauc","yes","northeast","no"
356.13,12,39,"cauc","yes","northeast","no"
1329.53,16,39,"cauc","yes","northeast","no"
848.77,17,16,"cauc","yes","northeast","no"
493.83,17,23,"cauc","yes","northeast","no"
474.83,16,15,"cauc","yes","northeast","no"
712.25,18,12,"cauc","yes","northeast","no"
1424.5,17,26,"cauc","yes","northeast","no"
102.88,15,0,"cauc","yes","northeast","yes"
944.92,18,12,"cauc","yes","northeast","no"
2255.46,18,21,"cauc","yes","northeast","no"
2374.15,13,19,"cauc","yes","northeast","no"
949.67,12,17,"cauc","yes","northeast","no"
759.73,12,31,"cauc","yes","northeast","no"
593.54,12,6,"cauc","yes","northeast","no"
522.32,13,41,"cauc","yes","northeast","no"
123.46,10,13,"cauc","yes","northeast","no"
86.11,12,0,"cauc","yes","northeast","yes"
308.64,12,11,"cauc","yes","northeast","no"
557.93,12,12,"cauc","yes","northeast","no"
