"VaR_nonp" "VaR_par" "ES_nonp" "ES_par"
332.9461 323.552688725755 641.55512 530.396376089354
335.106 330.812999794243 639.517632653061 575.435441696781
346.1194 323.783799215752 630.4856 504.641523453727
326.3242 321.140091996725 517.6322 518.872848033966
339.798 316.318348921041 681.289755102041 523.924810260255
345.5773 307.730418013353 617.17248 518.366368004476
343.258 313.231802200866 506.780541666667 481.889998089242
337.432 323.171247466625 514.566416666667 454.77250396854
345.944 345.299229185266 678.051142857143 606.190418198016
345.944 365.277269337816 769.406612244898 651.157851100067
332.71 322.352994272603 550.368734693878 508.054679922347
330.964 321.240756112995 473.985959183674 469.526821274267
310.5558 326.06755930654 589.50368 530.289063610212
335.2223 318.703909366554 495.73476 492.428011676105
339.756 323.679812300832 761.860979591837 553.57222598838
326.3242 318.832942308845 600.59256 532.46491148233
341.0787 332.474878779125 639.1256 553.576323358523
341.2691 329.688894293918 652.20432 556.024150696764
318.908 327.030096983667 617.277387755102 515.239115699942
304.1718 309.135584903155 515.0244 441.087897687398
319.0853 335.737522562754 571.87164 566.678334258488
326.08 307.503939827296 490.867166666667 422.035538208967
349.555 317.512194204197 843.77224 443.825472130894
318.908 305.596320855937 558.757673469388 478.082367589411
346.0001 325.531731717356 562.56572 448.613249684554
343.373 321.965667964472 537.19532 447.432944502082
345.558 322.932572885554 648.225916666667 537.884460065621
345.558 338.520976860159 684.757428571429 572.964068640837
331.1711 316.055053892737 572.26032 501.31081378515
335.106 314.182629027712 604.374081632653 535.401411729429
332.71 327.896221343505 708.42106122449 570.927239381725
339.8563 331.762880315294 588.52984 544.762561836266
326.08 326.646318337884 631.919673469388 513.551093289419
355.9896 325.704695088497 902.1148 454.387564049124
303.804 303.533165677073 474.584816326531 421.838438247442
339.8563 325.685860405331 607.59124 524.325715535664
346.0001 320.907386114024 649.05148 564.47138959505
322.6353 304.332963555214 550.57084 502.818937870151
363.334 333.766390857506 538.595224489796 523.030724894919
343.3923 311.638926517135 609.40984 520.34952531266
332.71 306.675032960245 446.863142857143 420.008387177849
335.106 317.256893477801 624.11425 450.603890150827
326.08 326.118010518706 698.500897959184 553.400226407411
349.555 317.233627741348 572.59792 465.162653240968
326.3242 306.359165440729 588.2436 515.299298708277
312.7355 338.354294543323 788.16924 571.172433790766
286.364 295.209685351823 769.914448979592 405.374385903257
347.6816 319.284756991775 560.98456 444.622219953211
311.16 293.043708679147 498.960653061224 474.423243268633
286.312 294.725933400753 486.215306122449 410.935652779026
331.0513 329.336125376134 645.64224 547.055068205373
318.908 310.642677216653 657.575020408163 524.408752304787
339.7581 323.064067969731 635.41404 530.41437212078
332.71 326.983167450625 713.674530612245 574.253413628112
332.9461 322.637515889811 582.42592 527.001629745198
322.6353 327.444342517437 597.09456 547.530879521291
343.373 325.855012748721 738.35176 610.328997778519
345.944 341.905334210158 601.200448979592 543.924874256552
355.2 342.558943716896 669.851224489796 583.896372889266
322.6353 315.89377889914 668.5412 507.084322432442
339.8563 318.080624623249 724.41924 536.4103478745
296.3564 290.242233713379 542.4324 448.273499933991
340.086 326.996901051818 603.09408 547.684432262764
339.8164 325.962241361052 697.96152 533.264018858501
335.2223 301.768075161156 840.75408 427.028153323873
276.2776 304.17671500713 551.69576 502.522143596505
370.992 349.319003596721 823.17812244898 626.187592197406
345.558 341.299944637533 749.219791666667 601.426450563747
347.1853 345.359254467446 701.49292 644.853673129781
332.8298 312.379224125459 637.57564 505.163309193836
341.0787 322.507870721715 579.58236 532.493534373677
363.334 340.23945447686 716.966875 578.338054987617
339.798 320.228031353966 857.929666666667 450.339419323792
337.5503 344.696058771174 646.4434 561.067514079336
340.964 324.288366259694 551.746653061224 515.480974252065
379.8984 354.083764305926 681.22556 609.602724807198
339.971 305.771236842777 531.813 516.856904568665
363.334 351.524049101967 687.371387755102 588.955854263079
335.3406 328.701788856981 642.9062 535.154580427026
330.964 312.173788788087 569.830285714286 452.702274744931
339.8563 337.80521359091 629.10092 567.192710299853
363.334 332.843913950841 585.123 472.393178379128
335.2223 327.255144586059 622.058 526.060619800793
311.5474 317.658770614085 675.1208 545.039222252571
318.908 303.121336948347 542.234541666667 490.275291287129
331.1711 319.884547822697 605.74584 518.35926584009
331.0513 334.975432202606 601.10468 526.991012786
339.756 329.976752951874 565.793673469388 517.582611723218
322.8795 307.047057192629 815.5962 432.384846373693
286.6746 306.055493716115 535.63156 502.98881218614
312.224 322.68452828564 622.608212765958 519.646462065673
339.8563 338.355650250542 637.34724 565.82513382026
340.964 340.898832872236 695.206612244898 572.387768805244
345.5773 317.442520888523 540.28108 458.732386485034
326.08 329.471422687444 716.908916666667 533.558514985897
310.468 311.880011464588 623.714897959184 520.387727449002
339.971 319.297164024797 553.08512 515.567517958251
341.1937 316.184680617771 673.02164 531.972997505497
340.964 309.962719015658 661.244408163265 503.264035852693
312.5582 311.530927570061 547.82036 443.441220690094
341.0787 310.953870311102 774.7892 441.56828945908
363.334 320.219414987406 744.345625 551.782587751396
337.432 325.749986788829 633.718708333333 532.373089252635
343.373 311.952871613787 593.38072 531.381482708487
345.558 323.268774781743 663.902936170213 552.235753548807
310.468 318.246732658863 463.901791666667 490.823703139041
304.5592 311.527449561412 494.27424 468.198608363033
351.6964 344.527664630497 739.78116 596.617038066782
337.5482 332.477159895305 572.212 512.057981698619
303.804 300.137150763458 528.521632653061 486.765899497473
319.5108 310.784010743487 510.08976 430.178912070752
347.6816 334.390746776367 739.86304 590.098546585781
310.5558 305.137123975207 485.61268 480.555820791511
335.106 351.532271891532 938.772775510204 625.085398331852
304.1372 292.842689275727 458.71152 408.553244128329
337.6086 304.709274861222 908.65992 428.807078182796
345.5773 321.985954878998 777.99124 543.804620353394
319.0853 312.662615964421 597.21 539.181705793047
345.5773 314.704914689688 552.40896 487.796799616581
343.373 321.525144829977 602.09148 454.89235139996
331.4036 308.332210619899 662.17848 503.338689766205
339.756 322.14488512852 618.150979591837 588.544860580786
331.0513 321.216499495916 643.33864 540.432375209305
303.804 300.035694966315 527.595632653061 423.770838769059
296.222 295.600995362991 483.11493877551 472.618474462964
326.08 318.301092733079 563.520571428571 537.271069290863
326.08 315.476837908206 609.281836734694 544.831235094811
312.5582 313.366503659756 619.7932 522.203878028685
339.971 323.693765168397 575.47196 519.776331193672
339.971 332.231012826702 534.57616 461.778205424009
319.0853 324.675404722216 558.08772 533.544435560919
312.224 297.990546118754 488.605714285714 415.917684945227
340.964 323.014244186685 524.515822222222 506.734118437699
345.558 323.701228979494 695.184583333333 606.152372126978
304.225 315.245976053881 697.37528 526.793436191242
330.964 319.020345497044 602.963346938775 502.623164542526
281.8432 301.711016109033 580.83916 477.877615423905
326.08 323.592782812259 811.92425 549.809723727356
299.581 308.418072252882 468.25668 478.015648795896
322.8795 310.68568484604 516.14716 514.265730893331
319.0853 302.865100468004 555.30708 488.204001778764
330.964 330.259477470349 606.657265306122 570.095690412423
349.452 340.598287969978 819.441959183673 590.339342883052
347.48 313.501534025827 648.387918367347 506.198470230236
339.798 345.06319145632 665.557224489796 578.249043416121
310.468 332.565527654995 583.085291666667 555.172582595434
330.964 300.220967677318 467.789306122449 412.94371917377
343.3923 334.803675709785 596.80708 470.793849619153
331.0513 306.879692342961 711.85304 516.340151187332
343.373 322.61084333935 603.01896 455.170338728215
326.5313 319.913217091924 570.7966 570.637348188439
347.48 353.994701495883 721.001041666667 587.262645010419
322.6353 323.873937180309 663.27136 552.762075006861
275.3222 305.253022408645 590.83848 493.596371947194
319.0853 319.088831878352 569.1308 558.188026797916
341.1937 333.887336393568 621.41588 513.093604604846
346.0001 340.648993330995 910.75804 460.9967132168
332.71 322.852654931211 596.108571428571 542.076024399259
345.5773 336.208714583461 715.64112 573.953524966081
335.2223 313.522870531803 529.96928 436.318979129101
348.2727 331.009566113938 613.94172 515.353878089319
331.0513 312.416779735075 534.14736 434.847870452424
335.3385 318.013833831058 556.58272 530.910523940656
341.0787 328.234942242603 555.11396 558.341701183182
339.798 312.018352900674 547.312326530612 494.059435680168
364.2033 319.287125253435 600.8904 524.829118414493
311.2132 332.962588386493 665.61792 561.112584690101
304.1372 304.771236483774 552.40064 482.25019325686
330.964 309.62243166709 555.184244897959 437.955312757084
326.4115 302.977279278978 664.78928 517.279279914382
286.284 277.664020759483 528.657416666667 426.423328731801
355.6067 340.276882011076 633.58432 549.475844415874
337.7233 323.736422359393 648.9414 516.221963471851
346.0208 323.110203470895 582.29252 563.246823502409
340.964 333.710659505449 659.961625 543.60339725607
331.0513 319.199483789455 556.2014 489.915517602166
337.432 330.925331216622 698.21775 563.461987171574
347.48 330.9445160046 678.084653061224 544.860976464145
326.4115 316.142876168537 432.69908 450.705553955871
335.2223 328.224713539463 664.6934 534.066510179888
340.086 316.712275750189 720.08708 552.923568133537
347.0867 347.201075674486 679.24124 632.761862351679
299.5225 310.382560853208 502.31888 508.51893365457
337.432 307.911702594701 490.500042553192 419.316835227543
312.224 328.867727909581 512.821714285714 557.970616100883
337.432 318.543739639081 657.70306122449 528.846478310608
347.066 333.84622436306 582.180625 512.19011955374
284.9255 301.667396589791 554.88408 453.598571564007
341.0787 317.353020993038 571.60408 505.933087607772
337.5503 325.604272513502 638.39068 494.05462132283
311.2132 334.529740779691 664.19448 564.401760399462
330.964 303.073521301089 493.486612244898 429.499014718494
310.468 296.785120610924 566.386571428571 494.723767914464
298.9149 292.592231828469 455.73176 405.48685900917
310.5558 326.84166431063 473.67572 525.243950329809
347.48 330.673415931464 658.523142857143 535.18054865009
347.48 326.581141856993 546.179387755102 453.420709990645
277.0712 292.648882835999 519.03512 473.365233753205
333.0623 314.502994849641 582.79952 445.507416412311
339.7581 317.233417304024 602.34912 426.510255729111
311.5474 319.579145920257 523.597 499.397330875018
339.756 340.71695916055 771.656081632653 578.700775159117
322.6353 327.755080877519 552.0612 527.002479111963
312.9168 306.205926170857 518.85804 498.717565723887
339.7581 350.090415224633 784.86024 572.944771276345
343.258 322.884072010378 628.479836734694 454.443114588245
312.224 330.300908670601 706.679306122449 581.537115556825
311.2132 318.393062021468 583.49396 528.223541467568
286.6746 310.694784915292 562.16212 514.588119593597
276.2776 312.785249628295 544.98288 524.290113627183
331.1711 301.923137589759 583.373 498.14532139291
332.9461 290.0573175204 479.23152 490.685508905161
331.0513 339.226437632485 662.65964 568.831252379259
337.432 320.218364855093 659.738204081633 560.676939637442
335.106 314.989349844181 592.663673469388 489.267734234237
312.7355 316.080021245064 667.70884 545.076682052979
339.756 325.981280762231 544.048333333333 536.907424558942
337.432 320.982071045916 699.103591836735 538.493729123462
363.7169 324.440321490228 726.9834 574.677573900264
331.0513 313.627935684324 531.73724 520.970308098641
332.8298 335.464570918428 629.04092 579.779272618494
341.0787 327.703038260505 544.39292 505.366028998033
339.971 335.107648120054 592.76052 562.535386946084
299.2478 331.108115400048 675.65168 552.401315786056
284.9295 313.209498930119 564.14272 509.005290017602
326.3242 344.367071948938 556.409 492.234142053806
326.4115 311.381875786395 555.88304 487.158304812162
326.3242 307.995876332829 473.55752 467.391838638737
379.878 360.76800641484 984.887041666667 688.332366351504
343.373 327.210801877614 592.98008 534.532195354868
318.908 311.517624543151 695.218081632653 432.982591917262
343.258 335.291645701823 620.108408163265 468.62136267855
345.558 329.505078319877 662.868693877551 541.010141071509
345.944 336.898494524138 805.622571428571 584.286245451139
347.066 344.068308790906 693.581918367347 536.652900535635
349.7394 329.806700373957 682.10468 566.67232047569
322.6353 325.028240226833 702.15532 548.982472068987
330.964 307.909989079014 535.515510204082 489.324216405297
343.258 334.01886413418 669.926081632653 553.393772333319
335.2223 309.576408278433 548.236 436.053803278631
346.0208 349.238453212149 790.20212 577.992054867542
345.558 349.969858864242 825.349387755102 604.1051564944
343.258 325.474407417221 781.1885 572.46071062499
347.1853 338.051654229967 694.51532 584.347741965504
286.3146 305.749903498299 569.02664 492.955651751183
310.5026 310.151377569792 476.17312 425.915523916261
339.798 322.571141792375 626.900775510204 545.572219072389
330.964 309.80646527728 520.757959183674 433.749880594227
335.2223 320.376728847185 566.0566 518.822248949121
326.3242 301.286725778135 478.81564 500.521479358098
345.558 325.165741218271 691.030204081633 556.791907090321
355.6067 325.569618275149 612.52976 551.554372866247
355.2 324.93376317411 542.240608695652 451.743643972681
351.6964 337.369694606939 801.40676 593.105897763664
347.0867 327.359672490211 565.46244 525.073780140751
286.3146 301.591985084684 493.77316 485.706464657346
286.2854 287.518559837389 442.94704 389.560207491779
286.724 305.334073525528 519.41192 499.884868567252
341.1937 316.606066094006 568.33168 529.124944013423
335.2223 324.85642764114 564.11936 451.472470747485
343.373 336.275176371885 651.24668 603.315062815842
337.5503 314.188742957657 800.81528 425.704513574353
322.454 319.617879999512 617.4335 515.523163731154
395.802 333.104129400501 692.63812244898 561.830880364531
339.798 304.249725262232 794.232583333333 430.19741623457
303.804 324.366998094724 598.694816326531 525.782132961035
332.8298 327.927876140771 601.1504 540.787575716346
355.6067 335.659626300371 820.17484 571.379577700337
339.8563 338.532646755795 650.55656 584.789840262783
333.0623 311.827725309007 710.15736 525.708724590093
339.7581 300.335463513656 631.19148 479.285023963173
332.8298 313.829177776989 516.22168 486.539733929449
298.9149 334.397214966424 753.03944 578.668995425481
349.452 355.48748046702 862.347625 595.994619218904
326.3242 312.91255332567 607.98456 502.422564545714
347.48 333.124539595608 703.019063829787 533.422357355108
332.8298 316.823927383151 551.32408 503.093331598194
311.16 287.50811967357 578.036 453.036518793144
364.2033 344.004193010751 760.64952 562.714506209593
311.2132 340.057898745579 596.62192 623.029419247815
340.964 314.63892907927 487.001959183673 434.007733676612
345.558 314.325598071485 648.448775510204 519.554830242517
319.0853 301.636246420478 459.65272 415.121586502039
339.8563 333.557887182132 702.1214 545.828574100383
345.5773 334.398428705703 693.79844 600.521579802471
372.2609 350.356178428013 730.094 471.684143878386
340.964 346.754106560529 803.162530612245 581.732478652025
339.798 343.410567453377 719.716612244898 637.234162497345
331.0513 332.735144539838 654.0738 577.717786468418
332.71 328.699907317365 673.758734693877 530.144366538227
337.5482 331.563096000777 611.1832 548.647907148484
339.798 332.137840540178 640.63612244898 527.421092273193
337.432 340.752509125395 627.250653061225 590.6062036713
337.432 335.933672459916 687.924040816327 545.015853097831
337.432 309.881960029979 508.715346938775 492.11247678803
322.8795 302.562450940049 718.11472 512.062288640392
322.6353 312.8049407357 512.87948 430.342823583475
322.454 300.112311133062 691.665714285714 503.246945059414
326.3242 312.391629981661 561.24832 530.805899221942
349.452 338.320999210965 717.88787755102 597.704105019251
347.066 357.38007171354 887.345833333333 695.814789884158
304.1372 327.358352559215 520.81512 552.750317845263
339.8563 328.565717381718 526.10224 458.31895219245
303.804 305.831190166327 670.877918367347 502.583378480419
322.6353 318.290650798069 634.40648 514.436988098819
345.6334 331.824685705684 750.70884 582.603808925983
339.8563 307.578779664512 565.13904 480.861622259874
349.555 318.072726269758 553.60872 496.568874295885
346.0208 325.874107241139 835.6168 443.704538581167
339.7581 310.981763279137 516.26032 517.587851262629
343.258 332.562041876486 707.281387755102 554.647789492353
281.8418 298.185182734311 487.04324 418.076278234644
303.804 323.532839442934 601.99187755102 553.307906807953
363.3596 348.705149057239 836.64696 612.298528913409
281.608 316.929500013288 563.493020408163 560.933317866571
339.798 306.061393415077 582.984958333333 441.264894801339
345.5773 321.755861327015 544.81036 521.564316581714
345.558 328.099753128243 656.551319148936 550.358380775829
304.1372 300.392346657698 540.94568 463.1696746519
331.0513 308.603952162697 482.45056 443.164732542464
304.1372 312.339685327591 571.26348 514.151703785585
345.558 318.175230249236 665.691541666667 520.037618225343
331.0513 323.397378728687 611.1682 445.697047907663
371.0354 327.337133041705 540.94856 447.028579627268
332.8298 330.393102315002 652.89784 545.28268544526
335.106 332.474894932685 573.7436 551.763144327509
337.5503 340.975960846684 798.79148 555.973744513322
330.964 317.734226101119 516.133744680851 499.493480693922
332.8298 311.130666343259 589.7932 496.170317632779
332.8298 316.339316428296 789.39592 449.937652763851
318.908 330.617300096133 783.275106382979 556.876019613472
335.3406 329.180094818292 708.64244 583.772183907726
337.5482 318.150670299451 584.09776 519.290349942595
303.804 314.149206228479 600.896857142857 551.01558837086
318.908 317.060996757442 513.525959183674 545.558317526084
286.3146 309.932570762627 782.19744 424.671354889711
345.5773 342.795356429108 571.3386 573.408330415883
318.908 330.480137882919 736.832163265306 573.573558882547
310.5026 323.237328235086 649.94992 515.189624079775
363.334 330.089891319406 717.914816326531 591.020643470725
343.373 325.044992273859 647.53944 546.85551338883
312.5582 317.003529018695 597.14972 537.412344762235
343.258 314.711204405672 535.61612244898 450.658751891839
337.5503 333.974402890609 611.1172 477.98329654891
335.2223 325.134646206389 579.31564 546.872080450363
345.944 332.842480768326 697.366541666667 611.949769232303
286.2854 308.934409718721 714.05148 526.844477673074
319.2666 313.03544063695 597.2574 536.50739106921
340.964 331.867817607634 579.905387755102 548.936583421774
345.5773 336.15051232065 642.345 541.217316249017
337.5482 334.688838662127 620.82024 529.233295929601
339.7581 339.735118684732 635.71876 584.691218360032
380.7366 349.509172671461 794.87736 645.764430270583
340.964 334.12766550064 519.733708333333 536.14700835941
312.5582 321.011056571076 665.49872 578.310089697025
345.558 335.101576119924 682.927306122449 552.525685716647
351.6964 337.472206544549 758.8756 451.409295515108
331.0513 312.618451223664 661.9486 546.845459177179
335.106 338.880020705262 660.345659574468 623.801507129771
332.8298 315.113081939307 616.51036 517.925918184534
347.066 342.353161848483 585.746775510204 576.237716214956
345.944 318.8390472854 656.1245 523.579106337424
335.106 312.868598139656 457.775958333333 483.136162287202
332.8298 332.74409800044 587.7416 525.881237643094
335.106 325.060162779772 664.534285714286 554.024170419212
331.4036 333.125226145497 552.84336 615.893624544034
340.086 323.412952277837 603.44604 515.856886909805
333.0623 307.540341642806 814.41908 442.449527262152
322.9668 308.555296856776 497.4388 431.580204423782
339.8563 329.129315152502 732.89808 569.41757160798
351.512 334.294190049104 722.888734693878 568.227144172424
343.373 329.8931010759 596.68228 470.505735540357
326.08 328.233612466034 722.726244897959 562.118188655618
345.5773 337.58278515461 753.48952 556.015699406101
332.71 324.686009971264 687.647387755102 531.658621361903
299.1547 296.825460839787 573.47396 478.30442440049
339.7581 335.869104133643 626.57496 551.619431514213
349.452 356.427143043569 711.262204081633 651.233966195349
347.0867 329.498039008908 666.45688 552.449568138407
310.5026 320.023411843528 630.666 524.125849119706
345.5773 335.417337825835 582.006 506.569984934504
332.71 328.322983556178 651.108125 544.614731629447
322.454 315.488273143227 487.578163265306 475.457723778004
311.7247 314.917226080973 557.53384 500.875075183923
330.964 332.406976195491 696.353958333333 557.919438305878
343.258 334.511019367153 814.464 610.973418467759
335.106 343.127749854532 622.584489795918 565.737793488826
326.3242 309.93433315386 525.33712 482.388470941462
326.3242 326.340759415554 535.46636 537.348675279412
355.6323 326.668345462489 928.84988 461.950252295651
331.1711 314.577087774406 661.47004 520.037081848081
333.0623 325.651076560731 587.93812 547.363769098199
293.6969 310.189336538517 551.13012 489.953338332598
322.6353 307.034755515219 511.34504 429.12963954261
322.8795 310.678042358186 609.45464 530.303486993807
351.512 331.729670150691 869.103102040816 604.882517172251
340.964 328.825788600106 603.374857142857 562.430207609242
343.373 350.71434100456 829.50228 586.078070659032
319.2666 321.606187653281 589.02996 518.330475632568
340.1614 324.923792235105 646.593 545.585383694036
343.373 319.612003344051 700.24588 582.000478842023
347.48 330.086212664941 561.453224489796 461.16776459045
343.373 329.419505118154 571.16828 585.890028550676
347.0867 336.047603020994 551.40584 465.149957844613
345.5773 344.940417351044 641.3458 571.129497074032
337.5503 307.160384625586 775.86036 555.710933273809
326.3242 332.096762802331 720.25604 532.320412910862
319.5108 328.269417933107 665.48624 569.4281832696
347.48 343.310018338617 611.327714285714 562.806690254007
345.558 319.084073120654 748.322217391304 580.51137830746
339.7581 326.80358020961 532.71916 506.750259771387
347.066 341.00835557519 585.988612244898 557.14532001829
331.0513 320.054849232762 638.07568 517.105694002931
340.964 350.547360528432 664.99693877551 586.339368425828
332.8298 338.310412199465 531.65632 523.984745560379
347.48 333.111334583457 585.766083333333 471.004719720248
335.3385 321.844291245282 485.72888 455.025992015781
349.555 329.240657261684 639.5944 537.198089957423
351.6964 327.720003601742 567.62216 451.110415187845
332.8298 325.411830993681 781.24068 551.56561333193
339.7581 333.400061896413 590.37412 579.506733380483
346.0001 320.451375316951 579.32848 463.772948104425
340.1053 335.97083873337 741.36308 567.608627753796
345.558 343.902064110355 766.243551020408 599.10027517085
339.756 319.980501225006 444.369795918367 435.832900711592
286.288 304.604142603072 482.20892 527.380726616238
339.756 328.830389483805 693.339083333333 568.141909031003
355.6067 331.592920510381 608.7346 480.162142474948
337.6086 316.452354228933 638.5582 553.288774987003
304.1718 312.208698138513 567.47724 510.147789430012
332.8298 325.634259542632 494.48012 443.566323964584
343.258 331.035291837884 694.259673469388 545.294174508806
304.1718 307.151361171222 534.29324 494.335963927319
293.8313 318.834616386953 500.72112 543.707991303697
332.71 330.683970088371 653.200326530612 503.447794500037
322.454 320.29707861597 542.708979591837 445.698945134901
347.1853 329.271227447203 822.624 578.040366690692
319.0853 298.980240033799 523.22832 459.591115534683
310.5558 311.405563928345 549.4562 501.140333809457
339.756 329.623091094175 539.973183673469 513.07824189242
347.48 336.000149072662 721.454979591837 575.197355285647
330.964 305.433886583152 461.970204081633 451.338059662304
352.1031 323.854466264489 632.424 548.407375617537
335.106 316.508901131833 548.028 493.849531941943
326.3242 305.93142263364 472.86396 470.841468578463
312.5582 322.550949450634 715.93912 567.925667241441
339.7581 329.298723281273 702.22468 549.378811459548
363.846 344.318852491765 707.838653061224 564.379596195686
331.4057 335.011694352686 740.2138 559.497730208507
364.1612 347.612181177907 754.13588 589.285617723046
319.0853 311.489602014909 502.98816 433.327200317634
335.2223 319.170017046449 660.75884 551.970431873212
332.71 323.570359483133 698.226958333333 557.102875223557
304.1718 299.165977965828 553.89104 493.249808996687
332.71 300.372363069987 565.155583333333 475.675061137536
345.558 334.326680690891 613.386367346939 471.218809211035
286.312 312.83478476713 499.414489795918 501.45119425896
299.2478 283.566027035691 505.51844 450.085991965446
337.5482 320.90253244475 582.94964 536.728618247219
326.3242 333.297846284564 546.58696 543.498982864862
351.512 337.867050938916 641.740326530612 547.250200928022
304.1718 318.83057943929 492.31544 492.330681505035
340.964 323.865119787304 637.024875 515.037205439219
319.0853 319.517421261479 743.02756 534.322787904001
319.8342 304.65333689059 522.93856 474.123581999783
339.9311 325.070756043891 545.48832 503.315453663143
337.432 310.97923125847 691.627918367347 514.301416171174
337.5482 335.148010751707 551.71828 574.386621517394
337.5482 324.617509042615 578.28276 499.852993207924
339.7581 312.09416201262 661.48616 506.411117273491
346.0001 334.836077107587 783.17084 607.978300213988
310.5558 307.265108332702 532.53948 425.963521235714
331.0513 306.662784111874 590.28128 514.962305143383
339.7581 329.410417848859 509.70496 452.752609507761
347.066 318.699625573538 685.716680851064 509.112636687612
347.48 340.765540756218 801.807918367347 615.978260039046
326.08 332.074575403283 620.645836734694 552.680988621865
339.971 327.905027638423 546.16984 518.79574501935
343.258 344.088752040358 773.866583333333 598.786518423998
304.1372 305.204412705395 540.30052 515.2506948998
345.944 319.052350214435 716.089306122449 563.809001734535
318.908 302.244369927619 477.080085106383 419.775139120592
339.7581 320.055470518634 559.80056 504.177414689826
318.908 307.062501143831 470.291142857143 481.539570945458
312.5582 323.801160812251 641.5998 589.135796383796
335.3385 328.112204689869 580.95376 571.337506273101
304.225 302.711136916339 494.817 483.560840831758
345.944 339.614636649565 576.179836734694 527.299051651013
351.512 334.101719975408 661.424541666667 591.392940581444
326.3242 297.035271759469 532.64224 485.749272200709
355.6067 347.332170107786 789.90724 602.249964836717
364.2033 354.531806566535 763.00176 599.396622775153
339.8563 304.681133309759 553.0178 438.53769033408
347.6816 327.760461498866 685.71464 558.304232433495
299.5225 302.978108713975 465.89424 494.141348193848
326.3242 319.368093607565 645.79556 522.12142061023
313.161 307.429648356693 538.9728 471.220956407575
346.1194 335.329999275189 572.48264 528.489892030189
343.373 334.035630649923 641.66076 573.08132297221
337.432 340.430434452941 833.420285714286 601.873154493924
343.373 329.926984628241 633.08816 536.219622260709
341.1937 331.065487353321 593.00204 529.141734325177
339.7581 319.843136717559 718.99468 543.843886363692
346.0001 325.327674148467 745.69036 579.261250294894
311.906 325.898000590421 601.11284 556.697539510163
319.0853 307.912929985954 585.75844 479.85983498169
339.798 314.522614616137 607.488565217391 480.681902420409
276.5426 316.75368170573 539.21856 522.001272828206
343.258 334.294045893511 605.362765957447 585.511354472847
351.512 333.141074615678 705.372571428571 584.680549581161
345.5773 323.870937566861 631.0058 564.962692660092
343.373 309.812487711429 577.08852 475.386236340673
345.5773 343.890584956379 622.29256 576.285010040476
347.1853 298.493362110577 838.28632 423.921320327031
347.6816 318.586718839209 804.16016 558.947351388869
310.5026 324.303240055064 587.85328 548.657160340438
339.971 343.035237386206 667.81784 585.073220255088
304.1718 298.723966694154 442.53556 481.173614450887
343.258 318.474964808466 630.733574468085 516.046863069031
337.432 312.146891895862 519.43093877551 531.191105500457
343.373 318.878385549815 544.03324 425.689358047846
335.3989 313.76464407591 542.48632 525.636136492627
343.3923 311.137804760801 666.88956 500.389450942591
345.558 319.414544084933 459.306244897959 443.364556474655
341.1937 328.109447778096 705.06728 545.224594845197
349.555 312.54385076484 1054.42892 455.419434783727
341.0787 329.370298688228 650.43332 550.648326992134
298.91 300.58974998107 585.171020408163 509.797553887447
343.4484 335.994274812656 863.76076 453.738630743343
339.798 308.69925950754 557.0975 486.064051548942
347.066 323.769404838523 651.393916666667 502.341798114756
339.7581 330.263594870554 688.21472 582.361233654993
322.6353 303.851054900861 496.31104 467.624110318623
312.7355 309.171768372079 572.8868 416.712278646185
347.1853 319.779472920977 579.85004 524.055518137983
347.5786 338.902464628186 637.66164 484.920270759218
337.432 325.326980895253 527.061102040816 507.793258276901
355.2 335.754579348712 605.362367346939 493.740477577476
339.798 324.245215331016 515.518040816327 547.53447686988
345.5773 319.620562057138 607.339 502.427698783024
337.432 310.317742838155 538.311428571429 504.647678556346
341.0787 322.862215059117 688.21404 530.372215754953
312.5582 317.530565197477 626.951 549.436412118656
347.066 329.953556142394 675.440326530612 553.221542713203
343.258 328.611592404546 633.139666666667 521.930773842184
299.008 318.999727407912 552.311673469388 506.987789866141
339.7581 318.642788632913 501.0168 513.067087295342
339.7581 305.098336763677 527.2398 487.389517275347
330.964 321.981270779542 713.674125 556.692557155371
343.373 321.381668590272 526.40936 489.798940432262
345.558 318.136611996229 627.365795918367 566.878412557571
332.71 299.113929917876 541.660541666667 498.703217510555
345.558 317.036586225443 655.377306122449 533.294744142659
347.5786 312.202036875941 1009.84148 451.926078403116
312.5582 319.136130426117 547.3248 502.692245377066
326.4115 338.299412825702 739.55916 601.1537879074
318.908 324.199197440573 626.729918367347 591.607932043359
364.2033 343.617460666838 797.1414 606.029930622455
330.964 315.712296642953 621.956367346939 561.206937020285
312.5582 317.571502785647 634.11196 535.384129513406
349.452 338.326377322374 752.69225 554.360210322317
345.944 304.966219145889 545.352408163265 467.134946503677
322.6353 305.183556741421 476.74424 478.771484779262
326.08 327.383311079253 507.398857142857 514.779752840462
299.6156 298.702059349266 452.7764 411.827685251631
339.971 321.094895068501 853.63916 438.076209385679
347.0867 315.812341746089 507.11944 490.600103280094
339.8563 326.26894836721 644.43416 560.178454188409
347.066 319.120562712258 561.280347826087 454.035686684613
326.6476 314.666090398518 542.56504 439.756646591068
286.6746 304.464059740202 518.33696 504.599232935329
281.7703 295.210041600094 456.64268 412.265856541832
303.804 326.54183124775 623.869875 578.909921853853
330.964 319.61711067029 568.38893877551 545.298853256843
355.2 338.413483786739 787.6895 566.158162954254
332.8298 330.195301420458 728.1242 602.464430606832
331.2874 334.606012286774 714.98484 549.847210065882
